enrollee_id,city_development_index,training_hours,target,company_size
32378,0.926,121,0.0,4
20618,0.624,86,0.0,4
13231,0.727,254,0.0,4
4379,0.92,90,0.0,6
16015,0.92,56,0.0,8
5954,0.926,18,0.0,1
26134,0.923,52,0.0,8
29814,0.92,43,0.0,3
27621,0.926,43,0.0,1
3755,0.897,27,0.0,3
14521,0.913,43,1.0,1
29642,0.698,19,1.0,8
17778,0.579,160,1.0,8
8812,0.92,15,0.0,4
5277,0.855,15,0.0,8
2762,0.802,156,0.0,7
4259,0.855,18,0.0,8
23721,0.92,61,1.0,8
33130,0.92,258,0.0,8
21508,0.624,96,1.0,3
29733,0.91,14,0.0,5
22146,0.624,62,0.0,6
8936,0.92,12,0.0,4
25520,0.926,42,0.0,1
30301,0.91,92,0.0,6
4792,0.926,20,0.0,8
15864,0.855,34,0.0,3
14235,0.91,47,0.0,5
6074,0.92,61,0.0,4
5565,0.624,168,1.0,2
22567,0.698,50,1.0,0
22197,0.913,23,1.0,2
23633,0.698,3,0.0,3
5983,0.887,30,0.0,4
9985,0.74,73,0.0,0
14351,0.92,37,1.0,8
28359,0.92,8,0.0,8
6774,0.855,70,0.0,4
5384,0.897,5,0.0,7
16762,0.92,7,0.0,3
13784,0.939,86,0.0,7
8409,0.698,12,1.0,7
9512,0.92,56,0.0,4
1640,0.92,30,0.0,8
7089,0.802,34,1.0,0
3989,0.763,86,0.0,7
2756,0.924,232,0.0,4
28672,0.92,90,0.0,2
110,0.92,6,0.0,8
31114,0.767,32,1.0,8
22981,0.92,22,0.0,1
18468,0.55,66,1.0,4
10672,0.91,48,0.0,4
25954,0.92,130,0.0,2
28980,0.92,100,1.0,8
19517,0.897,64,0.0,4
15613,0.91,28,0.0,5
5149,0.624,64,1.0,3
4065,0.92,21,1.0,8
16509,0.884,24,0.0,0
18360,0.92,94,0.0,8
19695,0.856,50,0.0,8
6765,0.887,92,0.0,4
20041,0.624,40,0.0,8
18313,0.624,15,1.0,8
30926,0.903,18,0.0,7
30328,0.624,94,1.0,8
9177,0.866,44,0.0,0
31020,0.624,105,1.0,8
2009,0.939,12,0.0,2
3188,0.624,9,1.0,3
28914,0.92,79,0.0,8
1199,0.92,70,0.0,1
10538,0.6890000000000001,105,0.0,4
1792,0.579,78,0.0,8
25276,0.91,6,0.0,8
4907,0.887,27,0.0,7
19759,0.624,174,1.0,4
294,0.92,212,0.0,5
28153,0.762,13,0.0,4
28338,0.91,41,0.0,3
19327,0.92,4,0.0,8
6069,0.743,112,0.0,4
25306,0.698,88,0.0,4
12113,0.55,13,0.0,8
4592,0.698,18,0.0,8
14104,0.92,85,0.0,4
446,0.579,102,1.0,8
23452,0.91,42,0.0,8
12043,0.8959999999999999,35,1.0,8
2135,0.92,42,1.0,8
33127,0.92,2,0.0,7
24439,0.925,5,0.0,8
33113,0.92,130,0.0,4
30128,0.866,47,1.0,8
31322,0.939,332,0.0,3
4366,0.92,85,0.0,0
21890,0.624,68,1.0,8
14160,0.92,113,0.0,8
16126,0.92,24,0.0,3
27616,0.743,107,0.0,4
24307,0.624,26,1.0,5
18147,0.899,30,0.0,1
4145,0.92,21,0.0,5
29837,0.5579999999999999,248,0.0,1
24744,0.866,64,0.0,8
1710,0.92,47,0.0,2
31119,0.899,155,1.0,4
19160,0.855,78,0.0,8
23343,0.624,18,1.0,8
9323,0.91,44,0.0,1
744,0.624,80,0.0,7
9916,0.92,55,0.0,1
5307,0.855,9,0.0,4
30874,0.91,91,0.0,8
32300,0.802,80,0.0,5
25901,0.624,43,1.0,3
9376,0.939,109,0.0,3
18978,0.926,111,0.0,1
6988,0.91,75,0.0,8
19762,0.91,7,0.0,8
28270,0.926,88,0.0,2
4900,0.92,140,1.0,8
10269,0.92,23,0.0,8
6854,0.624,26,0.0,7
19252,0.91,20,0.0,8
26642,0.682,45,1.0,8
33071,0.804,76,0.0,4
18148,0.92,43,0.0,8
6852,0.743,42,0.0,2
14507,0.855,6,0.0,3
23327,0.738,134,0.0,1
6104,0.949,67,0.0,1
29309,0.55,6,0.0,4
28537,0.92,68,0.0,1
754,0.55,33,1.0,8
27015,0.802,107,0.0,6
30434,0.624,8,0.0,8
26028,0.939,52,0.0,2
9804,0.884,10,0.0,4
6387,0.92,34,0.0,8
11158,0.926,31,0.0,8
7552,0.92,128,0.0,1
1562,0.624,23,1.0,3
9583,0.624,67,1.0,6
15600,0.8959999999999999,43,0.0,6
28097,0.92,320,0.0,3
27633,0.924,81,0.0,2
15066,0.926,19,0.0,6
1564,0.624,56,1.0,3
19767,0.8959999999999999,66,0.0,8
1355,0.92,127,0.0,4
9022,0.92,42,1.0,8
5125,0.92,31,1.0,8
29495,0.698,65,0.0,4
4717,0.855,28,0.0,8
16720,0.624,68,0.0,8
6137,0.855,62,0.0,7
1285,0.897,3,0.0,1
24839,0.698,112,1.0,8
4359,0.6659999999999999,13,0.0,0
13734,0.91,11,0.0,7
17219,0.624,260,1.0,4
2096,0.893,54,0.0,4
16112,0.762,42,0.0,2
23913,0.897,44,0.0,4
11507,0.926,65,0.0,6
15321,0.92,16,0.0,3
23678,0.903,50,0.0,0
27950,0.682,101,1.0,8
15295,0.92,64,0.0,3
18537,0.878,15,0.0,8
6863,0.897,320,0.0,7
28047,0.6890000000000001,11,0.0,1
26708,0.926,36,1.0,4
17990,0.887,10,0.0,8
9035,0.624,81,0.0,8
10801,0.923,48,0.0,1
17320,0.624,12,0.0,8
624,0.92,26,0.0,1
22000,0.91,51,0.0,8
30555,0.6890000000000001,18,1.0,8
16862,0.754,106,0.0,1
25649,0.926,58,0.0,3
1384,0.923,236,0.0,8
10605,0.897,113,0.0,0
10887,0.913,80,0.0,7
28870,0.92,47,0.0,8
17270,0.897,153,0.0,4
5816,0.624,28,1.0,2
23568,0.8270000000000001,61,0.0,8
25042,0.624,48,0.0,2
15662,0.754,96,0.0,1
3551,0.926,54,0.0,1
20595,0.949,34,0.0,4
17776,0.92,190,0.0,8
1551,0.92,6,0.0,1
27183,0.91,114,0.0,0
32503,0.926,37,0.0,4
1761,0.92,64,0.0,3
30920,0.92,17,0.0,1
15655,0.897,222,0.0,8
30238,0.92,226,1.0,8
3394,0.92,101,0.0,3
3464,0.92,22,1.0,1
13189,0.92,170,0.0,5
18056,0.92,276,0.0,4
15047,0.92,51,0.0,4
32870,0.92,95,0.0,4
26065,0.926,74,0.0,1
25989,0.926,96,0.0,7
107,0.92,17,0.0,1
8395,0.884,81,0.0,4
23353,0.624,46,0.0,5
26225,0.893,102,0.0,8
22258,0.92,70,0.0,0
26916,0.91,89,0.0,4
24430,0.897,58,0.0,1
1585,0.91,104,0.0,2
3797,0.92,45,0.0,7
23050,0.91,109,0.0,0
5409,0.866,109,0.0,1
8405,0.92,12,1.0,3
8838,0.579,20,1.0,8
28659,0.91,3,0.0,5
17865,0.804,44,0.0,1
7331,0.92,7,1.0,8
9405,0.624,12,0.0,8
27404,0.92,96,0.0,4
20288,0.92,62,0.0,8
18472,0.624,84,1.0,1
22448,0.516,36,1.0,7
23068,0.92,21,0.0,4
9603,0.92,48,0.0,4
1984,0.55,11,1.0,0
3247,0.887,104,1.0,2
5778,0.884,36,1.0,5
27741,0.92,70,0.0,2
30601,0.91,18,0.0,8
1223,0.92,134,1.0,8
5535,0.92,53,1.0,8
5481,0.767,34,0.0,8
32175,0.92,38,0.0,3
20979,0.804,18,0.0,1
20957,0.698,69,0.0,7
20981,0.913,3,1.0,7
25519,0.91,55,0.0,8
22649,0.91,143,0.0,8
29482,0.92,40,0.0,1
7309,0.92,100,1.0,8
20854,0.754,11,0.0,1
29842,0.92,86,1.0,8
26834,0.624,11,0.0,8
10980,0.893,114,0.0,7
6128,0.92,19,0.0,1
1270,0.92,100,0.0,7
21492,0.7659999999999999,112,0.0,2
27023,0.897,85,0.0,7
27085,0.91,74,0.0,1
31071,0.92,31,0.0,4
22838,0.624,15,1.0,8
30811,0.754,163,0.0,8
24774,0.91,56,1.0,8
29620,0.91,141,0.0,8
1982,0.915,12,0.0,8
19572,0.804,20,0.0,4
22382,0.939,31,0.0,7
5537,0.923,30,0.0,3
13612,0.624,109,1.0,4
1535,0.92,160,0.0,6
27061,0.92,31,0.0,4
16163,0.92,70,0.0,8
26787,0.91,68,0.0,8
15761,0.926,43,0.0,4
16009,0.92,118,0.0,4
4020,0.92,54,0.0,3
20522,0.624,8,1.0,0
22918,0.8270000000000001,140,0.0,5
13377,0.624,66,1.0,8
6107,0.92,148,0.0,2
16143,0.92,10,1.0,8
10599,0.802,108,0.0,4
19360,0.92,134,1.0,8
8496,0.92,63,0.0,1
22440,0.624,58,0.0,3
23363,0.738,8,0.0,1
12781,0.92,122,0.0,8
24106,0.926,72,0.0,0
30487,0.55,50,1.0,1
19330,0.939,20,1.0,2
2355,0.926,4,0.0,6
2909,0.6659999999999999,280,0.0,4
18037,0.682,140,1.0,8
12962,0.91,204,0.0,8
23350,0.848,38,0.0,4
32262,0.7659999999999999,210,1.0,8
28421,0.893,114,0.0,0
9054,0.92,167,0.0,1
17244,0.91,56,0.0,8
31069,0.92,21,0.0,8
25324,0.92,6,0.0,1
7682,0.939,9,0.0,6
20368,0.624,316,0.0,4
18371,0.804,37,0.0,3
6896,0.624,88,1.0,8
8975,0.92,2,0.0,7
1883,0.92,102,0.0,1
31394,0.92,33,0.0,3
26123,0.92,25,0.0,6
2770,0.913,77,0.0,8
25139,0.926,18,0.0,3
26140,0.92,206,0.0,6
746,0.92,7,0.0,3
24695,0.698,4,0.0,7
33265,0.926,45,0.0,0
1495,0.92,188,0.0,8
22950,0.92,56,0.0,4
14579,0.624,99,0.0,5
24631,0.92,16,0.0,3
32490,0.92,64,0.0,4
27936,0.91,102,0.0,8
5338,0.92,54,0.0,1
15303,0.624,53,1.0,8
30678,0.804,29,0.0,8
156,0.92,56,0.0,0
26038,0.92,47,1.0,8
21916,0.924,108,0.0,8
1999,0.903,28,0.0,8
757,0.92,79,0.0,4
10268,0.913,26,1.0,5
6420,0.624,96,0.0,8
14230,0.92,29,1.0,8
18349,0.624,13,1.0,3
17238,0.843,24,0.0,4
6675,0.91,58,0.0,1
7628,0.698,25,0.0,7
24181,0.647,24,0.0,0
2114,0.924,166,0.0,4
2664,0.926,8,0.0,4
2290,0.926,5,0.0,3
23546,0.698,14,0.0,8
5682,0.926,328,0.0,3
6171,0.923,52,0.0,3
11396,0.92,190,0.0,8
21043,0.754,116,0.0,3
19797,0.624,8,1.0,1
3350,0.92,7,1.0,3
27620,0.884,69,0.0,0
13441,0.897,31,0.0,7
22538,0.698,39,0.0,8
14098,0.926,45,0.0,0
12776,0.897,76,0.0,8
5494,0.92,59,1.0,8
19098,0.754,33,0.0,8
8355,0.89,254,0.0,1
14758,0.926,17,0.0,3
3379,0.843,56,0.0,7
32791,0.92,82,0.0,4
20941,0.795,30,0.0,4
6623,0.926,15,0.0,2
22147,0.92,28,0.0,8
32539,0.804,160,0.0,8
17525,0.926,17,0.0,1
9241,0.802,10,0.0,0
25368,0.743,166,0.0,1
8171,0.923,78,0.0,6
12102,0.682,68,1.0,4
5713,0.624,23,0.0,5
28969,0.92,64,0.0,1
19382,0.92,3,1.0,4
29790,0.878,21,1.0,8
3509,0.924,64,0.0,8
2573,0.624,69,1.0,3
29125,0.7959999999999999,96,0.0,8
14431,0.92,62,0.0,8
7251,0.855,246,0.0,7
31559,0.92,44,0.0,1
4040,0.92,154,0.0,2
31189,0.55,42,1.0,0
11199,0.754,56,1.0,8
10963,0.855,20,1.0,8
3288,0.7879999999999999,222,0.0,0
4797,0.624,18,1.0,8
12177,0.895,81,0.0,4
18600,0.624,25,0.0,3
24494,0.698,138,1.0,8
18181,0.698,43,1.0,8
638,0.804,52,1.0,7
31623,0.899,69,0.0,3
32199,0.8270000000000001,48,0.0,8
23882,0.926,67,0.0,3
12434,0.913,74,0.0,1
25976,0.624,246,1.0,1
15444,0.897,278,0.0,1
6869,0.926,51,0.0,5
11592,0.926,50,0.0,4
21831,0.926,72,1.0,0
10300,0.804,52,0.0,3
19420,0.624,79,0.0,4
17812,0.698,56,1.0,8
14315,0.903,122,0.0,8
14076,0.92,80,0.0,0
11797,0.743,18,0.0,4
3909,0.92,48,0.0,2
13877,0.91,42,0.0,6
29549,0.91,113,0.0,4
433,0.698,12,1.0,8
10753,0.92,22,0.0,1
11509,0.624,26,1.0,1
17591,0.92,174,0.0,8
14965,0.92,70,0.0,8
14722,0.856,95,0.0,4
1469,0.843,28,0.0,8
5853,0.624,48,0.0,7
4675,0.55,23,0.0,8
23985,0.91,3,0.0,8
22717,0.624,19,1.0,4
27817,0.624,73,1.0,8
19397,0.92,168,1.0,0
24903,0.624,50,0.0,8
30872,0.923,17,0.0,3
16376,0.926,31,0.0,6
1895,0.893,38,0.0,0
20848,0.895,94,0.0,4
1993,0.624,7,1.0,4
18768,0.624,55,0.0,1
22006,0.804,54,0.0,8
18323,0.92,105,0.0,8
32661,0.624,10,0.0,3
33258,0.926,111,1.0,0
24296,0.624,16,1.0,7
21781,0.55,10,1.0,8
20248,0.804,50,0.0,4
3506,0.804,15,0.0,4
7061,0.802,100,0.0,8
12272,0.92,20,0.0,1
32542,0.6659999999999999,76,0.0,7
18834,0.754,49,0.0,0
6744,0.754,12,0.0,1
13339,0.624,10,1.0,0
20712,0.884,98,0.0,8
25805,0.92,25,0.0,3
19387,0.939,34,0.0,2
28471,0.92,36,0.0,3
17306,0.624,34,1.0,8
692,0.926,2,0.0,1
7493,0.92,84,0.0,4
30723,0.92,15,0.0,2
32470,0.83,15,0.0,7
22164,0.92,113,0.0,7
12331,0.698,28,1.0,8
31165,0.624,114,0.0,8
30395,0.926,64,0.0,4
5500,0.923,15,0.0,8
12611,0.92,24,1.0,8
2244,0.855,64,0.0,4
3986,0.899,10,0.0,3
29198,0.92,52,0.0,2
23080,0.92,46,0.0,8
30412,0.924,264,0.0,8
28378,0.624,28,0.0,2
6475,0.939,204,0.0,8
663,0.92,212,0.0,4
5591,0.698,14,0.0,5
15552,0.743,8,0.0,6
13313,0.624,110,0.0,3
30832,0.6890000000000001,116,1.0,8
31166,0.624,31,0.0,2
7695,0.698,66,0.0,1
4395,0.78,20,0.0,5
8245,0.884,17,0.0,1
10452,0.92,308,0.0,3
3640,0.8270000000000001,26,0.0,5
27673,0.91,19,0.0,8
30356,0.762,17,1.0,8
20701,0.884,20,0.0,7
18307,0.92,44,1.0,8
13799,0.794,212,0.0,4
12369,0.55,87,1.0,0
14279,0.764,12,0.0,0
29761,0.92,13,1.0,8
27320,0.887,102,1.0,3
17687,0.92,30,1.0,1
18685,0.91,94,0.0,5
18224,0.527,25,1.0,8
15972,0.926,24,0.0,5
30585,0.925,10,0.0,4
16884,0.92,40,0.0,1
28688,0.939,116,0.0,5
16068,0.763,28,0.0,8
10634,0.923,166,1.0,8
4933,0.887,152,0.0,7
12622,0.926,10,0.0,4
22001,0.91,83,0.0,8
22882,0.926,61,0.0,4
17364,0.527,17,1.0,8
8254,0.804,41,0.0,1
23966,0.855,17,0.0,3
12771,0.794,46,0.0,7
29007,0.924,131,0.0,4
11107,0.698,55,0.0,1
7294,0.91,12,0.0,1
23085,0.767,84,0.0,4
6945,0.91,94,0.0,3
12710,0.743,20,0.0,2
6340,0.92,76,0.0,8
29985,0.92,124,0.0,2
20889,0.843,68,0.0,3
13885,0.92,22,0.0,3
30927,0.92,54,1.0,8
22249,0.91,12,0.0,0
2138,0.887,23,0.0,7
6318,0.855,15,0.0,3
2391,0.92,32,0.0,8
30848,0.91,17,0.0,8
12892,0.887,10,0.0,1
24030,0.939,162,0.0,4
4394,0.92,46,0.0,8
262,0.624,328,0.0,8
25550,0.698,20,0.0,7
21515,0.789,4,0.0,0
12435,0.939,2,0.0,4
2395,0.624,46,0.0,7
31395,0.939,26,0.0,1
30802,0.92,88,0.0,3
22895,0.913,20,0.0,7
18087,0.836,83,0.0,8
3007,0.624,8,1.0,4
1644,0.92,40,1.0,8
15175,0.91,37,0.0,1
899,0.843,44,0.0,8
13489,0.926,49,0.0,4
25265,0.691,8,0.0,8
13034,0.92,72,0.0,4
14818,0.925,102,1.0,8
6782,0.865,30,0.0,3
455,0.899,52,0.0,1
21694,0.884,99,0.0,3
28208,0.624,91,1.0,8
23534,0.92,111,1.0,4
16891,0.899,9,0.0,3
30677,0.926,41,0.0,4
24875,0.92,41,1.0,0
4418,0.92,77,1.0,8
29425,0.92,63,1.0,8
29893,0.92,262,0.0,5
910,0.743,17,1.0,7
19529,0.624,10,1.0,2
671,0.926,20,0.0,3
324,0.804,78,0.0,7
6131,0.804,37,0.0,8
9374,0.92,55,0.0,2
15270,0.92,41,0.0,8
21539,0.754,88,0.0,0
26308,0.836,73,0.0,8
14106,0.92,31,1.0,8
12263,0.91,2,0.0,8
31455,0.921,76,1.0,8
19445,0.698,8,1.0,6
9260,0.624,25,0.0,1
5955,0.804,24,0.0,8
12876,0.55,57,1.0,4
295,0.804,66,0.0,8
27013,0.926,33,0.0,8
32208,0.6659999999999999,78,0.0,0
27152,0.55,90,1.0,4
9986,0.92,34,0.0,1
1660,0.92,58,1.0,8
6629,0.743,50,0.0,2
24282,0.899,10,0.0,5
30394,0.926,9,0.0,1
28743,0.887,51,0.0,8
23692,0.691,45,0.0,0
22470,0.897,126,0.0,3
28559,0.92,22,0.0,0
31082,0.926,90,1.0,3
20636,0.878,45,0.0,8
14584,0.769,20,0.0,2
27871,0.939,108,0.0,4
29770,0.923,206,0.0,3
26620,0.682,28,1.0,8
18424,0.949,22,0.0,6
24161,0.624,52,1.0,0
2342,0.924,65,0.0,4
28805,0.92,21,0.0,1
13329,0.926,4,0.0,8
18995,0.855,112,0.0,8
2869,0.91,58,0.0,8
24574,0.74,312,0.0,8
5316,0.698,202,0.0,8
22614,0.624,68,1.0,7
12549,0.624,70,1.0,4
438,0.92,77,0.0,2
15908,0.92,2,0.0,0
15170,0.926,13,0.0,8
13556,0.91,69,0.0,8
16429,0.926,42,0.0,0
9025,0.855,10,0.0,1
27720,0.727,83,0.0,1
21646,0.7759999999999999,56,1.0,8
11962,0.898,31,0.0,0
2157,0.895,82,0.0,7
7815,0.802,87,0.0,4
28986,0.92,220,0.0,1
4753,0.855,198,0.0,8
22453,0.698,119,1.0,2
24154,0.92,103,0.0,4
11418,0.92,28,0.0,8
25589,0.939,48,0.0,6
11439,0.92,184,0.0,3
8729,0.92,21,0.0,8
18828,0.91,248,0.0,0
19552,0.949,14,0.0,5
6520,0.92,74,1.0,8
1930,0.939,13,0.0,4
11306,0.92,3,1.0,3
18837,0.91,86,0.0,8
28678,0.74,292,0.0,1
189,0.884,40,0.0,5
5642,0.698,31,0.0,5
13320,0.92,174,1.0,8
24312,0.493,105,1.0,8
17879,0.763,25,0.0,8
23960,0.762,70,0.0,8
10671,0.91,17,0.0,3
4338,0.682,103,0.0,1
6313,0.92,109,0.0,4
25482,0.64,48,0.0,1
26022,0.92,26,0.0,4
28481,0.92,116,0.0,8
27611,0.92,22,0.0,1
31931,0.91,57,0.0,4
7465,0.92,62,0.0,1
14121,0.92,109,1.0,1
10567,0.855,89,0.0,1
21921,0.92,146,0.0,5
10020,0.91,53,0.0,5
7755,0.926,114,0.0,4
26835,0.624,21,1.0,0
20172,0.92,52,0.0,2
23107,0.92,216,0.0,1
26378,0.555,34,1.0,8
5358,0.899,30,0.0,5
22496,0.91,43,0.0,6
8203,0.624,107,1.0,7
29559,0.92,55,0.0,1
25151,0.878,112,1.0,8
2957,0.926,42,0.0,5
182,0.855,28,0.0,8
22578,0.624,27,0.0,8
5379,0.579,5,1.0,1
18274,0.92,70,0.0,7
32824,0.624,48,1.0,4
21804,0.926,76,0.0,8
24426,0.926,164,0.0,1
33090,0.884,77,0.0,3
15453,0.7959999999999999,109,0.0,8
24436,0.624,3,1.0,0
11252,0.887,18,0.0,8
27747,0.92,13,0.0,8
31084,0.92,24,0.0,3
13711,0.91,79,0.0,7
23429,0.7659999999999999,19,1.0,1
8247,0.913,22,0.0,8
23573,0.92,94,0.0,8
12327,0.92,18,0.0,8
15514,0.884,6,0.0,2
8266,0.698,166,0.0,7
22204,0.92,40,1.0,5
18334,0.92,12,0.0,8
10826,0.939,83,0.0,3
5746,0.804,27,0.0,1
6806,0.91,154,0.0,1
25445,0.624,47,0.0,4
18732,0.8959999999999999,54,0.0,4
16108,0.899,26,0.0,3
25158,0.527,26,0.0,8
16313,0.6890000000000001,206,0.0,1
23297,0.92,138,0.0,0
24946,0.855,168,0.0,1
31048,0.897,48,0.0,7
20490,0.926,15,1.0,2
28560,0.855,54,0.0,0
18980,0.897,59,0.0,4
29039,0.92,32,0.0,3
15786,0.92,9,0.0,4
19439,0.624,37,1.0,8
21298,0.92,52,1.0,3
21161,0.92,152,0.0,1
32128,0.92,136,0.0,1
6245,0.802,29,1.0,8
14163,0.92,45,0.0,3
26726,0.91,16,0.0,8
27941,0.92,36,0.0,3
33350,0.624,7,1.0,7
18617,0.91,33,0.0,6
10939,0.91,44,1.0,1
15423,0.895,22,1.0,0
27562,0.847,7,1.0,8
19664,0.895,30,0.0,3
20727,0.91,125,0.0,1
30594,0.92,30,0.0,2
16211,0.92,82,1.0,8
7592,0.92,117,1.0,8
14298,0.926,15,0.0,1
16022,0.924,84,0.0,0
3337,0.92,52,0.0,1
25548,0.92,28,0.0,4
27560,0.738,53,0.0,3
23929,0.884,18,0.0,8
22315,0.92,6,0.0,0
8508,0.743,18,0.0,2
31752,0.624,158,0.0,0
14548,0.855,36,1.0,8
4412,0.624,74,0.0,3
5495,0.92,25,1.0,8
8452,0.92,113,0.0,4
12430,0.55,74,1.0,4
5373,0.856,26,0.0,8
451,0.767,308,0.0,4
23099,0.754,72,0.0,4
14317,0.92,22,0.0,2
31225,0.92,35,1.0,8
26877,0.926,184,0.0,5
11281,0.939,11,0.0,8
31573,0.893,19,1.0,8
15026,0.92,50,0.0,8
9018,0.55,91,1.0,4
18022,0.91,46,0.0,5
3737,0.92,54,0.0,4
1445,0.795,45,0.0,8
7847,0.682,24,0.0,3
9151,0.926,18,0.0,8
21769,0.722,70,1.0,7
12031,0.698,21,0.0,8
31056,0.92,52,1.0,8
19386,0.847,29,0.0,5
19366,0.624,92,1.0,1
12877,0.92,88,0.0,3
28342,0.92,17,0.0,2
12675,0.897,51,0.0,4
29087,0.92,16,0.0,3
30281,0.92,34,0.0,5
10077,0.855,48,0.0,7
21915,0.91,23,0.0,3
11662,0.802,2,0.0,2
1426,0.91,72,0.0,4
17313,0.624,76,1.0,8
21525,0.624,30,0.0,4
32933,0.91,34,0.0,1
5097,0.92,30,0.0,8
31140,0.91,31,0.0,8
19268,0.92,113,0.0,0
5920,0.91,196,0.0,4
25795,0.92,75,0.0,2
8867,0.926,58,0.0,7
4624,0.887,54,0.0,8
17757,0.624,16,1.0,3
6259,0.89,26,0.0,4
20915,0.624,302,0.0,8
9008,0.92,77,1.0,8
13516,0.897,50,0.0,1
23234,0.92,29,0.0,7
29796,0.92,109,0.0,1
28454,0.926,33,0.0,4
29450,0.698,43,0.0,7
24557,0.939,39,0.0,1
13615,0.624,4,1.0,8
16642,0.624,112,0.0,0
19706,0.55,62,1.0,7
3653,0.91,52,0.0,3
29987,0.855,70,0.0,3
20542,0.91,30,0.0,1
2236,0.91,52,1.0,8
13965,0.897,106,0.0,8
18308,0.624,22,0.0,0
31060,0.92,58,1.0,8
23783,0.698,145,0.0,1
12350,0.92,9,0.0,4
22871,0.68,32,0.0,6
4985,0.91,184,0.0,8
23395,0.897,4,0.0,0
24733,0.8270000000000001,298,0.0,8
5515,0.939,57,0.0,1
7191,0.55,14,0.0,0
5023,0.763,55,0.0,4
22827,0.926,46,0.0,5
8920,0.92,43,1.0,0
28611,0.92,61,1.0,2
21749,0.92,26,0.0,5
29359,0.92,37,0.0,3
17355,0.92,60,0.0,1
14706,0.698,96,0.0,8
5707,0.855,53,0.0,0
24866,0.624,41,1.0,8
21329,0.804,242,0.0,5
32367,0.92,102,0.0,1
32657,0.897,18,0.0,8
15737,0.5579999999999999,50,1.0,8
11378,0.762,51,1.0,8
20705,0.926,28,0.0,4
5598,0.624,11,1.0,7
13926,0.92,33,0.0,2
2701,0.91,70,0.0,3
33016,0.926,51,0.0,8
4570,0.55,10,0.0,8
5884,0.698,8,0.0,1
24182,0.925,24,0.0,3
31755,0.91,20,0.0,3
22499,0.89,36,0.0,4
14519,0.91,56,0.0,4
10697,0.91,17,0.0,4
28006,0.92,59,0.0,8
23054,0.92,56,0.0,8
20290,0.843,13,1.0,8
8657,0.91,42,1.0,8
20181,0.92,10,1.0,4
4550,0.855,130,0.0,8
581,0.92,108,0.0,1
18561,0.897,21,0.0,8
16334,0.698,26,1.0,8
1805,0.92,81,1.0,4
9347,0.691,26,0.0,1
9062,0.556,46,0.0,5
2639,0.855,24,0.0,8
18922,0.624,7,0.0,8
32363,0.754,23,0.0,8
25487,0.92,57,0.0,2
28297,0.92,77,0.0,3
14455,0.738,24,0.0,3
18342,0.624,8,1.0,4
24336,0.91,48,0.0,8
30851,0.926,46,0.0,2
30182,0.92,8,1.0,8
2601,0.91,152,1.0,8
2314,0.926,19,0.0,3
16919,0.92,21,0.0,5
19497,0.939,210,0.0,3
19884,0.682,28,0.0,8
26789,0.92,10,1.0,4
6029,0.92,170,1.0,8
1428,0.804,72,0.0,1
20601,0.6659999999999999,44,0.0,8
16949,0.92,69,0.0,2
17511,0.926,22,0.0,1
24623,0.866,36,0.0,1
1804,0.624,22,1.0,0
5201,0.804,89,1.0,8
27705,0.926,57,0.0,3
8675,0.924,332,1.0,1
9647,0.926,88,0.0,4
16967,0.727,22,1.0,8
8760,0.89,29,0.0,2
4433,0.92,23,0.0,1
6011,0.624,51,1.0,1
25161,0.895,22,0.0,2
30896,0.92,35,0.0,1
4590,0.855,15,0.0,0
25045,0.926,27,0.0,3
4022,0.92,314,0.0,4
28769,0.91,54,0.0,4
7978,0.624,14,1.0,3
33095,0.926,25,0.0,4
21799,0.925,28,0.0,1
31781,0.624,57,0.0,0
31256,0.6659999999999999,334,0.0,7
27696,0.92,56,0.0,3
2385,0.939,114,0.0,7
8954,0.579,20,1.0,7
9325,0.92,32,0.0,8
16469,0.926,7,0.0,1
15377,0.802,25,0.0,8
30183,0.92,86,1.0,8
33199,0.754,99,0.0,4
30855,0.624,20,1.0,3
29273,0.91,188,1.0,3
27891,0.91,110,0.0,5
13445,0.624,57,1.0,4
31912,0.762,38,1.0,7
8786,0.7959999999999999,18,0.0,4
17063,0.92,28,0.0,6
17946,0.897,8,0.0,2
13496,0.624,100,1.0,0
29415,0.92,8,0.0,3
25804,0.92,26,0.0,0
20077,0.92,55,0.0,5
32402,0.926,163,0.0,4
27668,0.91,51,0.0,3
25565,0.92,106,0.0,1
17058,0.893,45,1.0,8
16323,0.836,15,1.0,8
26860,0.926,28,0.0,8
15624,0.855,19,0.0,8
24788,0.92,86,1.0,8
7457,0.92,140,0.0,1
8152,0.884,26,1.0,4
2828,0.913,141,0.0,6
4385,0.698,46,1.0,8
24912,0.624,17,0.0,3
23351,0.624,48,1.0,4
8888,0.92,324,0.0,7
31653,0.878,60,0.0,8
1648,0.92,89,1.0,8
17984,0.91,134,0.0,1
5470,0.74,84,0.0,1
8910,0.92,9,1.0,3
49,0.92,36,0.0,3
24794,0.92,31,0.0,3
8712,0.92,26,0.0,8
27580,0.682,10,0.0,3
16982,0.843,210,0.0,7
13551,0.754,136,1.0,0
8853,0.92,9,0.0,3
31137,0.92,20,1.0,8
24188,0.55,86,0.0,4
19632,0.579,118,0.0,8
5887,0.579,52,0.0,8
23000,0.92,66,1.0,8
7175,0.92,5,0.0,1
14709,0.897,56,0.0,8
7513,0.92,57,0.0,3
23431,0.926,85,0.0,8
972,0.887,10,1.0,7
